item,ABC_group,XYZ_group
sku29244,A,X
sku22688,A,Z
sku25608,A,Z
sku9831,A,X
sku9838,A,X
sku14737,A,Y
sku13912,A,X
sku10829,A,X
sku12612,A,X
sku14004,A,Z
sku1522,A,Y
sku8751,A,X
sku23945,A,Z
sku29786,A,Z
sku28335,A,X
sku11465,A,Z
sku25433,A,Z
sku2952,A,Z
sku2062,A,Z
sku14976,A,Z
sku15381,A,Z
sku12668,A,Z
sku24963,A,Z
sku28609,A,Z
sku6273,A,Z
sku17863,A,Z
sku14167,A,Z
sku18527,A,Z
sku21923,A,Z
sku21831,A,Z
sku1976,A,X
sku17731,A,Y
sku2455,A,Z
sku5345,A,X
sku2993,A,X
sku25381,A,Z
sku13328,A,Z
sku16995,A,Z
sku8294,A,X
sku28453,A,Z
sku12737,A,X
sku25091,A,Z
sku7798,A,Z
sku20882,A,Z
sku10891,A,Z
sku16966,A,Z
sku23556,A,X
sku17689,A,Z
sku2131,A,Z
sku4685,A,Z
sku8092,A,Z
sku6474,A,Z
sku9647,A,X
sku16689,A,Z
sku28352,A,Z
sku29787,A,Z
sku26115,A,X
sku12998,A,Z
sku1112,A,Z
sku26144,A,Z
sku19545,A,X
sku29501,A,Z
sku21124,A,Y
sku6558,A,Z
sku22931,A,Y
sku16728,A,Z
sku13330,A,Z
sku8945,A,Z
sku23526,A,Z
sku20597,A,Z
sku24540,A,Z
sku27044,A,Z
sku21030,A,Z
sku20878,A,Z
sku18764,A,Z
sku21145,A,Z
sku4500,A,Z
sku22098,A,Z
sku1212,A,Y
sku11374,A,X
sku11910,A,X
sku10776,A,X
sku8497,A,Z
sku23644,A,X
sku16796,A,Z
sku6938,A,X
sku715,A,X
sku24400,A,X
sku18587,A,X
sku28895,A,X
sku19970,A,Z
sku10957,A,X
sku17766,A,Z
sku24006,A,X
sku3016,A,Z
sku7269,A,Z
sku1019,A,Z
sku12461,A,Z
sku4468,A,Z
sku5458,A,Z
sku24581,A,Z
sku16352,A,Z
sku20658,A,Y
sku28858,A,Z
sku21687,A,X
sku23469,A,Z
sku18146,A,Z
sku19438,A,Y
sku10411,A,X
sku29325,A,X
sku2791,A,Z
sku11033,A,Z
sku26715,A,Y
sku1160,A,Z
sku23856,A,Z
sku7912,A,Z
sku26016,A,Z
sku7192,A,X
sku1590,A,X
sku22995,A,Z
sku6548,A,Z
sku24043,A,X
sku20992,A,Y
sku28697,A,Z
sku6160,A,Z
sku1643,A,Z
sku17122,A,Z
sku7460,A,Z
sku20484,A,Z
sku7577,A,Z
sku11856,A,X
sku5622,A,Z
sku1814,A,X
sku13105,A,X
sku9587,A,Z
sku28380,A,Z
sku20461,A,X
sku28293,A,Z
sku583,A,Y
sku26236,A,X
sku1260,A,Z
sku15708,A,X
sku26371,A,X
sku17190,A,Z
sku3500,A,X
sku593,A,X
sku18285,A,Z
sku26875,A,Z
sku15613,A,Z
sku21173,A,Z
sku4695,A,Z
sku22643,A,Z
sku9750,A,Z
sku6623,A,X
sku14992,A,X
sku8908,A,Z
sku10856,A,Z
sku552,A,X
sku6914,A,Z
sku20700,A,Z
sku26657,A,X
sku21855,A,X
sku13463,A,Z
sku7990,A,Z
sku18358,A,X
sku646,A,X
sku19598,A,X
sku1619,A,Y
sku25760,A,X
sku27465,A,Z
sku14409,A,Z
sku7588,A,Z
sku28515,A,X
sku7112,A,Z
sku23670,A,Z
sku26101,A,Z
sku193,A,Z
sku314,A,X
sku19045,A,Z
sku19864,A,Z
sku3890,A,Z
sku4141,A,X
sku11287,A,X
sku18583,A,Z
sku24850,A,X
sku22962,A,Z
sku11577,A,X
sku24847,A,X
sku20113,A,Z
sku12979,A,X
sku15736,A,Z
sku25393,A,X
sku13581,A,Y
sku28435,A,Z
sku6549,A,Z
sku3160,A,Z
sku22461,A,Z
sku15633,A,Z
sku30436,A,Z
sku24386,A,Z
sku10186,A,Z
sku21031,A,Z
sku29190,A,Z
sku13834,A,X
sku21442,A,Z
sku17288,A,X
sku19306,A,Z
sku10456,A,Z
sku18536,A,Z
sku11573,A,X
sku10899,A,Z
sku887,A,X
sku22364,A,Z
sku29595,A,X
sku1222,A,Z
sku28557,A,X
sku29382,A,Z
sku5777,A,Z
sku22690,A,Z
sku7146,A,Z
sku28102,A,Z
sku19745,A,X
sku29921,A,Z
sku21003,A,X
sku17534,A,Z
sku15510,A,Z
sku28311,A,Z
sku2553,A,X
sku728,A,Z
sku14513,A,X
sku18984,A,X
sku3017,A,Z
sku8648,A,Z
sku18717,A,X
sku22744,A,X
sku13809,A,Z
sku19131,A,Z
sku9950,A,Z
sku3428,A,Z
sku2655,A,X
sku7083,A,X
sku3746,A,Z
sku1543,A,X
sku20005,A,X
sku22266,A,Z
sku7118,A,Y
sku10008,A,Z
sku4498,A,Z
sku12539,A,Z
sku16123,A,X
sku17693,A,Z
sku4435,A,X
sku4219,A,Z
sku307,A,Z
sku17484,A,Z
sku21343,A,X
sku828,A,Z
sku16562,A,X
sku1017,A,Z
sku20076,A,Z
sku19919,A,Y
sku14099,A,Z
sku14011,A,Z
sku14172,A,Z
sku591,A,Z
sku27027,A,X
sku8190,A,Z
sku18240,A,X
sku22993,A,Z
sku26685,A,Z
sku4222,A,Z
sku25723,A,Y
sku23046,A,X
sku16727,A,Y
sku12377,A,Z
sku18812,A,Z
sku20225,A,Z
sku1185,A,Z
sku16231,A,X
sku17057,A,X
sku23293,A,Z
sku20053,A,Z
sku19775,A,X
sku8619,A,Z
sku30358,A,Z
sku14072,A,X
sku8518,A,Y
sku12548,A,Z
sku29593,A,Z
sku17643,A,X
sku10791,A,Z
sku29124,A,Y
sku2618,A,Z
sku24517,A,X
sku18279,A,Z
sku4630,A,X
sku5029,A,Z
sku5234,A,Z
sku9944,A,Z
sku3911,A,Z
sku25026,A,X
sku22006,A,Z
sku28149,A,X
sku21020,A,Z
sku24302,A,Z
sku18837,A,Z
sku25515,A,Z
sku22878,A,X
sku10012,A,Z
sku17283,A,X
sku19326,A,X
sku12933,A,Z
sku29089,A,Z
sku25048,A,Z
sku10236,A,X
sku19529,A,Z
sku14558,A,Y
sku19698,A,X
sku5084,A,Z
sku10516,A,Z
sku4574,A,X
sku25698,A,Z
sku18855,A,Z
sku15098,A,Z
sku24021,A,Z
sku945,A,Z
sku2126,A,Z
sku4614,A,Z
sku13721,A,Z
sku14495,A,Z
sku3118,A,Z
sku29641,A,Z
sku5899,A,Z
sku17612,A,X
sku278,A,Z
sku18034,A,Z
sku29395,A,Z
sku12825,A,Z
sku13112,A,Z
sku3315,A,Z
sku18014,A,Z
sku30454,A,X
sku16496,A,Z
sku11930,A,X
sku29049,A,Z
sku386,A,Y
sku5519,A,X
sku1783,A,Z
sku21647,A,Z
sku24632,A,Z
sku19942,A,X
sku15113,A,Z
sku9172,A,X
sku17939,A,Z
sku19772,A,X
sku17655,A,X
sku4618,A,Z
sku30509,A,Z
sku9837,A,Y
sku28995,A,Z
sku20428,A,X
sku5784,A,Z
sku25944,A,X
sku11891,A,X
sku28238,A,Z
sku13155,A,Z
sku20119,A,Z
sku20778,A,Z
sku4698,A,Z
sku28198,A,Z
sku5779,A,Z
sku21424,A,Z
sku28328,A,Z
sku4868,A,Z
sku30273,A,X
sku11944,A,X
sku4143,A,Z
sku10003,A,X
sku1501,A,X
sku29216,A,X
sku3090,A,Z
sku13959,A,Z
sku2301,A,Z
sku24623,A,Y
sku24321,A,Z
sku14635,A,X
sku862,A,Y
sku12077,A,Z
sku14641,A,X
sku25800,A,Y
sku22105,A,Z
sku8336,A,Z
sku18511,A,Z
sku3620,A,Z
sku13311,A,Z
sku29697,A,Z
sku1006,A,Z
sku1718,A,Z
sku21081,A,Z
sku15732,A,Z
sku22047,A,Z
sku25542,A,Z
sku7735,A,X
sku8273,A,Y
sku23916,A,Z
sku20800,A,Z
sku2431,A,Z
sku5677,A,Z
sku28941,A,Y
sku15332,A,X
sku17041,A,Z
sku12741,A,Z
sku6553,A,Z
sku29360,A,Z
sku7291,A,Z
sku3765,A,X
sku24241,A,Y
sku25768,A,Z
sku7330,A,Z
sku30188,A,X
sku23019,A,Z
sku26006,A,Z
sku29425,A,Z
sku25342,A,Y
sku25843,A,Z
sku1878,A,Z
sku10764,A,Z
sku5736,A,Z
sku17578,A,Z
sku1249,A,Z
sku12971,A,Z
sku23162,A,Z
sku3588,A,Z
sku11331,A,Z
sku12276,A,Z
sku19503,A,X
sku20416,A,X
sku6785,A,Z
sku15399,A,Z
sku23214,A,Z
sku22774,A,Z
sku24134,A,Z
sku24078,A,Z
sku4920,A,X
sku5035,A,Z
sku20933,A,X
sku23047,A,Z
sku23719,A,X
sku3769,A,Z
sku26774,A,Z
sku1363,A,Z
sku21502,A,Z
sku935,A,Z
sku22815,A,Z
sku24648,A,X
sku23185,A,X
sku8510,A,Z
sku6075,A,Z
sku13767,A,Z
sku15354,A,Z
sku6723,A,Z
sku23455,A,Z
sku29037,A,Y
sku17668,A,Y
sku21629,A,Z
sku9539,A,Z
sku185,A,Z
sku12134,A,Z
sku28526,A,Z
sku17859,A,X
sku20204,A,Z
sku21610,A,X
sku22549,A,Z
sku3870,A,Z
sku15649,A,X
sku190,A,Z
sku4250,A,Z
sku8909,A,Z
sku3329,A,Z
sku11852,A,Z
sku5469,A,Y
sku17867,A,Z
sku11267,A,X
sku7716,A,Z
sku7852,A,Z
sku29809,A,X
sku8389,A,Z
sku4818,A,Z
sku14063,A,X
sku1245,A,Z
sku11919,A,Z
sku19804,A,Z
sku28861,A,Z
sku12994,A,Z
sku29802,A,Z
sku11151,A,Z
sku10073,A,X
sku22820,A,X
sku20854,A,X
sku21974,A,Z
sku6404,A,X
sku16268,A,Z
sku1110,A,Z
sku18191,A,Z
sku655,A,X
sku19870,A,X
sku11285,A,Z
sku29213,A,Z
sku28694,A,Z
sku18131,A,Z
sku19343,A,Y
sku20780,A,Z
sku30498,A,X
sku10765,A,Z
sku2685,A,Z
sku7120,A,Z
sku24708,A,Z
sku2404,A,Z
sku22835,A,X
sku9231,A,Z
sku14391,A,X
sku20497,A,Z
sku7038,A,X
sku18160,A,Z
sku1515,A,Z
sku3384,A,Z
sku2460,A,Z
sku15605,A,Z
sku5177,A,Y
sku5552,A,X
sku5059,A,Z
sku1474,A,Z
sku19049,A,Z
sku18621,A,Z
sku20908,A,Z
sku8156,A,X
sku8646,A,Z
sku23418,A,Z
sku3602,A,Z
sku8237,A,Z
sku26363,A,X
sku27739,A,X
sku18041,A,Z
sku8134,A,Z
sku30550,A,X
sku2372,A,X
sku12881,A,Z
sku24053,A,X
sku10642,A,Y
sku121,A,Z
sku28851,A,Z
sku19184,A,Z
sku22923,A,Y
sku9060,A,Z
sku20454,A,Z
sku882,A,X
sku19710,A,Z
sku18341,A,X
sku21759,A,Z
sku27464,A,X
sku7560,A,Z
sku149,A,Z
sku29149,A,Z
sku13378,A,Z
sku29276,A,X
sku24142,A,Z
sku27353,A,Z
sku25489,A,X
sku9903,A,Z
sku15234,A,Z
sku28747,A,Z
sku1347,A,Z
sku8654,A,Z
sku16746,A,X
sku11674,A,Z
sku29293,A,Y
sku29131,A,X
sku9656,A,Z
sku14701,A,X
sku12552,A,Z
sku20192,A,X
sku12325,A,Z
sku21987,A,Z
sku13595,A,Z
sku8008,A,X
sku21294,A,X
sku5985,A,Z
sku17048,A,Z
sku2332,A,Z
sku7782,A,Z
sku15442,A,Z
sku12382,A,Z
sku20274,A,Z
sku7871,A,Z
sku16869,A,Z
sku14625,A,Y
sku18153,A,X
sku17311,A,X
sku16146,A,X
sku3327,A,Z
sku27895,A,Z
sku11799,A,Z
sku28915,A,Y
sku10576,A,X
sku1621,A,X
sku6039,A,Y
sku5146,A,Z
sku23055,A,Z
sku5764,A,Z
sku17714,A,Z
sku10288,A,X
sku23049,A,X
sku13705,A,X
sku13878,A,Z
sku27613,A,Z
sku18954,A,Y
sku23904,A,X
sku4812,A,Z
sku2556,A,Z
sku25484,A,Z
sku23151,A,Z
sku26339,A,X
sku13991,A,Y
sku17960,A,Z
sku22519,A,Z
sku14845,A,Z
sku25738,A,Z
sku17626,A,Y
sku2470,A,Z
sku13259,A,Z
sku15489,A,Z
sku24528,A,X
sku3805,A,Z
sku16168,A,X
sku15796,A,Z
sku1368,A,X
sku21457,A,Z
sku12805,A,Z
sku13288,A,X
sku191,A,Z
sku19780,A,Z
sku10998,A,Z
sku7537,A,Z
sku23580,A,X
sku5514,A,X
sku26297,A,Z
sku3367,A,Z
sku6893,A,Z
sku12136,A,Z
sku21604,A,Z
sku11604,A,X
sku10749,A,Z
sku18415,A,X
sku27558,A,Z
sku6763,A,X
sku23775,A,Z
sku29230,A,X
sku5597,A,Z
sku15922,A,Z
sku18727,A,Z
sku950,A,X
sku25883,A,Z
sku11479,A,Z
sku6813,A,Z
sku16982,A,Z
sku16704,A,Z
sku10036,A,Z
sku30321,A,Z
sku21052,A,X
sku19220,A,X
sku22189,A,Z
sku24049,A,X
sku18395,A,Z
sku18296,A,Z
sku16151,A,Y
sku1030,A,X
sku17681,A,Z
sku2219,A,X
sku6937,A,Y
sku19445,A,Z
sku30037,A,X
sku6332,A,X
sku15501,A,X
sku2831,A,Z
sku27899,A,Z
sku24979,A,Z
sku23793,A,Z
sku13870,A,Z
sku16510,A,Z
sku17830,A,Z
sku27060,A,Z
sku28581,A,X
sku11621,A,Z
sku16611,A,Y
sku5076,A,X
sku21785,A,X
sku1263,A,X
sku21623,A,X
sku30395,A,Z
sku11196,A,Z
sku24896,A,X
sku13742,A,X
sku4679,A,X
sku13223,A,Z
sku14071,A,Z
sku21404,A,Z
sku11127,A,Z
sku15563,A,Z
sku26254,A,X
sku20990,A,Z
sku2146,A,Z
sku18393,A,Z
sku16955,A,Z
sku9490,A,Z
sku28813,A,X
sku20429,A,Z
sku6256,A,Z
sku12637,A,Z
sku18295,A,Z
sku16700,A,X
sku11241,A,X
sku20260,A,Y
sku6415,A,Z
sku26433,A,X
sku16766,A,Y
sku13885,A,Z
sku21202,A,Z
sku30027,A,Z
sku3116,A,X
sku16852,A,Z
sku12055,A,X
sku18952,A,Z
sku12161,A,Z
sku15029,A,Z
sku4253,A,Y
sku28256,A,Z
sku13196,A,X
sku18902,A,Z
sku2327,A,Z
sku14827,A,X
sku20307,A,Z
sku10802,A,X
sku10812,A,X
sku14151,A,Z
sku3041,A,Z
sku20663,A,X
sku27727,A,Z
sku29706,A,Y
sku7055,A,Z
sku18008,A,Z
sku4467,A,X
sku16698,A,X
sku29757,A,Z
sku26561,A,Z
sku9151,A,Z
sku21597,A,Z
sku27194,A,Z
sku7423,A,Z
sku12744,A,X
sku19556,A,X
sku26040,A,Z
sku28389,A,Z
sku23131,A,Z
sku9908,A,X
sku20821,A,X
sku19797,A,Z
sku5130,A,Y
sku6478,A,Z
sku26460,A,X
sku24198,A,X
sku6838,A,X
sku16355,A,X
sku7162,A,X
sku19765,A,Z
sku9348,A,Z
sku9032,A,Z
sku20673,A,Z
sku11992,A,X
sku13888,A,Z
sku14590,A,Z
sku9961,A,Z
sku1378,A,Z
sku8173,A,X
sku26838,A,Z
sku25864,A,X
sku29600,A,Z
sku975,A,X
sku12391,A,X
sku25641,A,X
sku8044,A,X
sku5694,A,Z
sku9210,A,Z
sku29353,A,Z
sku17946,A,Z
sku3168,A,X
sku29136,A,X
sku95,A,Z
sku1709,A,Z
sku21651,A,Y
sku18196,A,Z
sku18165,A,Z
sku5284,A,Z
sku20156,A,X
sku19561,A,Z
sku20602,A,Z
sku3639,A,Z
sku17229,A,Z
sku11406,A,X
sku29971,A,Z
sku20080,A,Z
sku5197,A,Z
sku23748,A,X
sku27445,A,X
sku24806,A,Z
sku23910,A,Z
sku13450,A,X
sku16632,A,X
sku3671,A,X
sku741,A,Z
sku20504,A,Z
sku204,A,Z
sku19555,A,Z
sku26611,A,Z
sku18927,A,Z
sku16986,A,X
sku12091,A,Y
sku14359,A,Z
sku1676,A,Z
sku11074,A,Z
sku640,A,Z
sku11841,A,Z
sku30248,A,X
sku18914,A,Z
sku4389,A,X
sku13467,A,Z
sku11680,A,Z
sku23655,A,Z
sku29183,A,Z
sku18166,A,Z
sku7363,A,Z
sku7749,A,Z
sku22988,A,Z
sku28005,A,Z
sku27729,A,Z
sku28296,A,Z
sku23756,A,X
sku21186,A,Z
sku11884,A,Z
sku19478,A,Z
sku27976,A,X
sku7016,A,X
sku27400,A,Z
sku17692,A,Y
sku24859,A,Z
sku23679,A,Z
sku9258,A,Z
sku2187,A,Z
sku25895,A,Z
sku21800,A,Z
sku8240,A,Z
sku129,A,Z
sku24836,A,X
sku23650,A,X
sku13362,A,Z
sku5288,A,Z
sku3155,A,X
sku28555,A,Z
sku10284,A,X
sku9785,A,Z
sku25657,A,Z
sku16785,A,X
sku7717,A,X
sku10621,A,Z
sku1248,A,Y
sku26548,A,Z
sku28762,A,Z
sku12509,A,Z
sku29535,A,Z
sku28039,A,Z
sku23077,A,X
sku6632,A,Z
sku9183,A,Z
sku12802,A,Z
sku5989,A,Z
sku18701,A,Z
sku24601,A,Z
sku16254,A,Z
sku26256,A,Z
sku5320,A,Y
sku1298,A,Z
sku12902,A,X
sku11994,A,Z
sku2696,A,Z
sku26026,A,Z
sku8811,A,Z
sku13761,A,Z
sku5835,A,Z
sku13575,A,Z
sku3111,A,Z
sku9960,A,Y
sku21505,A,Z
sku18441,A,X
sku11687,A,Z
sku4721,A,Z
sku27139,A,X
sku22701,A,Y
sku28684,A,X
sku21451,A,Z
sku30142,A,X
sku14370,A,X
sku29237,A,Z
sku22313,A,Z
sku21340,A,Z
sku13370,A,Z
sku11712,A,Z
sku30276,A,Z
sku23597,A,X
sku6,A,Z
sku7310,A,Z
sku19412,A,X
sku14950,A,X
sku23900,A,Z
sku21613,A,Z
sku3904,A,Y
sku15845,A,Z
sku1541,A,Z
sku5083,A,X
sku2631,A,Z
sku10705,A,Y
sku3701,A,Z
sku13146,A,Z
sku1991,A,Z
sku29208,A,Z
sku22877,A,Z
sku22606,A,X
sku20558,A,Z
sku13299,A,Z
sku13745,A,X
sku25661,A,Z
sku28109,A,Z
sku5718,A,Z
sku1497,A,X
sku5891,A,Y
sku15886,A,X
sku15345,A,Z
sku12985,A,Z
sku8055,A,Z
sku10413,A,Z
sku13404,A,Z
sku11575,A,Z
sku8477,A,Z
sku22926,A,Z
sku6581,A,Z
sku24523,A,Z
sku22329,A,Z
sku29579,A,Z
sku2078,A,Z
sku29961,A,X
sku14602,A,Z
sku24589,A,Z
sku26673,A,Z
sku13613,A,X
sku12129,A,X
sku28040,A,X
sku30484,A,Z
sku27946,A,Z
sku13687,A,Z
sku846,A,Z
sku6972,A,Z
sku215,A,X
sku21709,A,Z
sku10579,A,Z
sku30054,A,Z
sku16163,A,Z
sku18054,A,Z
sku24367,A,Z
sku4292,A,Z
sku30135,A,Z
sku25658,A,Z
sku4638,A,Z
sku27853,A,Z
sku12100,A,X
sku6386,A,X
sku23882,A,X
sku19821,A,Z
sku19701,A,Z
sku17710,A,X
sku4643,A,X
sku15927,A,Z
sku18507,A,Z
sku24426,A,X
sku8779,A,X
sku15311,A,X
sku8591,A,Z
sku21290,A,Z
sku29227,A,X
sku27936,A,X
sku1016,A,X
sku12040,A,Z
sku3561,A,X
sku16776,A,X
sku18789,A,Z
sku651,A,Z
sku29041,A,X
sku16831,A,Z
sku18428,A,X
sku2607,A,Z
sku29010,A,Z
sku25232,A,Z
sku9949,A,Z
sku5428,A,X
sku11283,A,Z
sku409,A,X
sku26591,A,Z
sku2425,A,Z
sku6842,A,Z
sku25758,A,Z
sku9254,A,Z
sku18749,A,Y
sku10286,A,X
sku23002,A,Z
sku13393,A,Z
sku13106,A,Y
sku12387,A,Z
sku19456,A,Z
sku851,A,Z
sku30319,A,Z
sku16621,A,Z
sku16550,A,Z
sku29737,A,Z
sku12302,A,Z
sku27619,A,Z
sku7400,A,X
sku4644,A,Z
sku27706,A,X
sku5474,A,X
sku553,A,X
sku16522,A,X
sku2750,A,Z
sku29826,A,Z
sku24990,A,Z
sku1466,A,Z
sku14823,A,Z
sku21969,A,X
sku8375,A,Y
sku432,A,Z
sku1907,A,X
sku29701,A,Z
sku1391,A,X
sku8207,A,Z
sku11169,A,X
sku2867,A,X
sku20940,A,Z
sku26670,A,Z
sku1498,A,Z
sku26220,A,Y
sku15841,A,X
sku20223,A,Z
sku10620,A,X
sku29617,A,Z
sku25848,A,Z
sku17246,A,Z
sku9052,A,Z
sku6402,A,X
sku14969,A,Y
sku554,A,Z
sku28559,A,Y
sku2526,A,Z
sku10604,A,X
sku12166,A,Z
sku11104,A,X
sku14156,A,Z
sku10417,A,Z
sku6809,A,Z
sku22393,A,X
sku10757,A,Z
sku3947,A,Z
sku10018,A,Z
sku19677,A,Z
sku29696,A,X
sku28602,A,Z
sku28961,A,Z
sku2240,A,Y
sku26679,A,Z
sku11144,A,Z
sku17146,A,X
sku23833,A,Z
sku12747,A,Z
sku12732,A,Z
sku25260,A,Z
sku4263,A,Z
sku6348,A,Z
sku20162,A,Z
sku23975,A,Z
sku29596,A,Z
sku16083,A,Z
sku13262,A,Z
sku21760,A,Z
sku12670,A,Z
sku18268,A,X
sku7404,A,Z
sku10708,A,X
sku3614,A,Z
sku8589,A,Z
sku13880,A,Z
sku29983,A,X
sku7129,A,X
sku16249,A,Z
sku30124,A,Z
sku8337,A,X
sku1661,A,Z
sku22253,A,X
sku13866,A,Z
sku14940,A,X
sku6599,A,Z
sku18448,A,Z
sku12783,A,Z
sku19252,A,Y
sku15842,A,X
sku12148,A,Z
sku11643,A,Z
sku21012,A,X
sku21282,A,X
sku3306,A,Z
sku25149,A,Z
sku28242,A,Z
sku20125,A,Z
sku6831,A,Z
sku4191,A,Z
sku22756,A,Z
sku8761,A,Z
sku26062,A,Y
sku22052,A,Z
sku11831,A,Z
sku29664,A,Z
sku19322,A,X
sku2032,A,X
sku21847,A,Z
sku5160,A,Z
sku19868,A,X
sku21514,A,Z
sku22587,A,Z
sku20188,A,Z
sku1085,A,X
sku2671,A,Y
sku6596,A,Z
sku28201,A,X
sku24825,A,X
sku13216,A,X
sku29026,A,X
sku13206,A,X
sku19008,A,Z
sku22830,A,Z
sku10115,A,Z
sku26330,A,Z
sku24659,A,X
sku9034,A,Z
sku14912,A,Z
sku24500,A,Z
sku28875,A,Y
sku75,A,Z
sku788,A,Z
sku27201,A,Z
sku15219,A,Z
sku7976,A,X
sku16964,A,X
sku21466,A,Z
sku25597,A,Z
sku28381,A,Z
sku23472,A,Z
sku29474,A,Z
sku4901,A,Z
sku28674,A,Z
sku21680,A,Z
sku13985,A,Z
sku339,A,Z
sku8847,A,X
sku8270,A,Z
sku15189,A,X
sku3855,A,Z
sku19690,A,Z
sku19828,A,X
sku16351,A,X
sku2706,A,Z
sku19361,A,Z
sku2506,A,Z
sku27795,A,Z
sku688,A,X
sku9305,A,Z
sku5136,A,X
sku14100,A,Z
sku22044,A,Y
sku8084,A,X
sku13343,A,X
sku22391,A,X
sku5362,A,Z
sku17344,A,Z
sku284,A,X
sku7272,A,Z
sku17511,A,Z
sku19956,A,Z
sku11798,A,Z
sku8553,A,Z
sku28294,A,Z
sku20837,A,Z
sku14812,A,X
sku19723,A,Z
sku5954,A,Z
sku689,A,Z
sku4472,A,Z
sku12676,A,Z
sku13865,A,Z
sku5788,A,Z
sku29235,A,Z
sku5240,A,Z
sku28253,A,Z
sku20693,A,X
sku6301,A,X
sku1202,A,Z
sku2922,A,Z
sku4109,A,Z
sku7274,A,Z
sku24631,A,Z
sku3923,A,Z
sku23725,A,Z
sku5050,A,Z
sku15507,A,Z
sku22014,A,Z
sku25675,A,Z
sku5717,A,Z
sku5200,A,Z
sku932,A,Z
sku20360,A,Z
sku6499,A,X
sku4349,A,X
sku23152,A,Z
sku9797,A,X
sku5928,A,X
sku19951,A,X
sku14165,A,Y
sku30520,A,Z
sku4737,A,Z
sku9938,A,X
sku29428,A,Z
sku18543,A,Z
sku13178,A,Z
sku24300,A,X
sku13701,A,Z
sku761,A,Z
sku17133,A,Y
sku11404,A,Z
sku21546,A,X
sku10949,A,Z
sku8588,A,X
sku946,A,Z
sku26093,A,Z
sku2793,A,X
sku2873,A,X
sku23431,A,X
sku4694,A,Z
sku10732,A,Z
sku22471,A,Z
sku5246,A,Z
sku22164,A,Z
sku28525,A,Z
sku6617,A,X
sku26845,A,X
sku12905,A,X
sku19427,A,Z
sku9995,A,Z
sku12538,A,Z
sku13010,A,Z
sku20066,A,Z
sku11980,A,Z
sku18736,A,X
sku14941,A,Z
sku14262,A,X
sku26474,A,Z
sku9610,A,X
sku6194,A,Z
sku21968,A,X
sku10266,A,Z
sku28282,A,Z
sku23612,A,Z
sku22451,A,Z
sku19293,A,Z
sku13448,A,X
sku15473,A,X
sku22515,A,X
sku27662,A,Z
sku7845,A,X
sku9631,A,X
sku100,A,Z
sku2637,A,X
sku15865,A,X
sku14146,A,Z
sku6018,A,Z
sku14291,A,Z
sku4492,A,X
sku5337,A,Z
sku18568,A,Z
sku3241,A,Z
sku29822,A,X
sku23377,A,X
sku16063,A,Z
sku5796,A,Z
sku23646,A,Z
sku15673,A,Z
sku16541,A,Z
sku27682,A,X
sku17066,A,Z
sku10731,A,X
sku11828,A,Y
sku29032,A,Z
sku13327,A,Z
sku14958,A,Z
sku28825,A,X
sku25283,A,Z
sku28805,A,X
sku4974,A,Z
sku15741,A,Z
sku18939,A,X
sku4134,A,Y
sku13962,A,X
sku4426,A,Z
sku27057,A,Z
sku12390,A,X
sku6846,A,X
sku16636,A,Z
sku12959,A,Z
sku610,A,X
sku22639,A,X
sku18470,A,X
sku7788,A,X
sku26128,A,Z
sku30581,A,Z
sku14546,A,Z
sku8974,A,X
sku22488,A,Z
sku3999,A,Z
sku7728,A,X
sku8655,A,Z
sku13258,A,Z
sku2094,A,X
sku425,A,X
sku3804,A,X
sku29959,A,Z
sku8964,A,X
sku28461,A,Z
sku30210,A,Z
sku11819,A,Z
sku8720,A,X
sku16678,A,X
sku2765,A,Y
sku8832,A,X
sku20690,A,Z
sku26652,A,Z
sku26237,A,Z
sku5636,A,Z
sku19672,A,Z
sku11215,A,X
sku19085,A,Z
sku16711,A,Z
sku5081,A,Z
sku11083,A,Z
sku17682,A,X
sku7239,A,Z
sku4594,A,Z
sku1553,A,X
sku15672,A,Z
sku13483,A,Z
sku26972,A,Z
sku25093,A,Z
sku16189,A,Z
sku11748,A,X
sku2444,A,Z
sku18860,A,X
sku10069,A,Z
sku10972,A,Z
sku13032,A,Z
sku11258,A,X
sku21393,A,Z
sku19255,A,X
sku14381,A,Z
sku16334,A,Z
sku28395,A,X
sku24040,A,Z
sku14476,A,Z
sku1268,A,Z
sku16208,A,X
sku22516,A,X
sku12718,A,Z
sku21501,A,Z
sku16577,A,X
sku10139,A,Z
sku24740,A,Z
sku23707,A,Z
sku30165,A,X
sku14578,A,Z
sku7346,A,Z
sku16789,A,Z
sku12952,A,Y
sku24856,A,Z
sku249,A,Z
sku27348,A,Z
sku16451,A,Z
sku16775,A,X
sku21532,A,X
sku22782,A,X
sku11631,A,X
sku13291,A,Z
sku6845,A,Z
sku27771,A,X
sku21041,A,X
sku10185,A,X
sku28315,A,Z
sku9115,A,Z
sku13640,A,Z
sku6237,A,Z
sku4359,A,X
sku15540,A,Z
sku8378,A,X
sku1429,A,Z
sku11876,A,Z
sku1419,A,Z
sku7586,A,Z
sku11051,A,X
sku9935,A,X
sku18454,A,Z
sku20007,A,X
sku13426,A,Z
sku23389,A,X
sku18700,A,Z
sku20339,A,Y
sku21366,A,X
sku5028,A,Z
sku25932,A,X
sku21770,A,X
sku2499,A,Z
sku10917,A,Z
sku6330,A,X
sku14492,A,X
sku4929,A,Z
sku6582,A,X
sku10766,A,Z
sku20697,A,X
