item,total_amount,cumulative_percent,ABC_group
sku17953,3451,97.03536609610467,C
sku3596,3450,97.03591492751129,C
sku13234,3450,97.03646375891789,C
sku2562,3449,97.03701243124294,C
sku15547,3448,97.03756094448643,C
sku19590,3448,97.03810945772989,C
sku2980,3448,97.03865797097338,C
sku19457,3447,97.03920632513528,C
sku4274,3447,97.0397546792972,C
sku22584,3446,97.04030287437755,C
sku1779,3445,97.04085091037632,C
sku18501,3444,97.04139878729353,C
sku23363,3444,97.04194666421074,C
sku18624,3444,97.04249454112795,C
sku14126,3443,97.0430422589636,C
sku12199,3443,97.04358997679924,C
sku26953,3443,97.04413769463488,C
sku26154,3443,97.04468541247053,C
sku25692,3442,97.0452329712246,C
sku25084,3442,97.04578052997869,C
sku15047,3441,97.04632792965118,C
sku7311,3441,97.0468753293237,C
sku5742,3441,97.04742272899621,C
sku25147,3441,97.04797012866871,C
sku22810,3440,97.04851736925966,C
sku14331,3440,97.0490646098506,C
sku28976,3440,97.04961185044154,C
sku27144,3440,97.05015909103248,C
sku22874,3439,97.05070617254187,C
sku21938,3438,97.05125309496967,C
sku9663,3437,97.05179985831592,C
sku23064,3437,97.05234662166215,C
sku1379,3436,97.05289322592682,C
sku3803,3436,97.05343983019151,C
sku25196,3436,97.05398643445618,C
sku875,3435,97.05453287963928,C
sku22883,3435,97.05507932482239,C
sku15752,3434,97.05562561092393,C
sku18918,3434,97.05617189702546,C
sku14305,3433,97.05671802404544,C
sku23972,3432,97.05726399198385,C
sku8732,3432,97.05780995992225,C
sku25328,3432,97.05835592786065,C
sku12822,3431,97.05890173671749,C
sku12105,3430,97.05944738649276,C
sku7000,3430,97.05999303626804,C
sku29703,3429,97.06053852696174,C
sku29404,3429,97.06108401765545,C
sku1176,3429,97.06162950834914,C
sku4355,3427,97.0621746808797,C
sku15478,3427,97.06271985341029,C
sku20321,3426,97.06326486685927,C
sku11638,3424,97.06380956214515,C
sku5427,3424,97.06435425743102,C
sku29480,3423,97.06489879363532,C
sku8081,3423,97.06544332983962,C
sku2296,3422,97.06598770696235,C
sku15761,3421,97.06653192500352,C
sku3103,3421,97.06707614304469,C
sku12512,3421,97.06762036108586,C
sku3479,3420,97.06816442004545,C
sku14673,3419,97.06870831992349,C
sku19544,3419,97.06925221980151,C
sku4478,3419,97.06979611967955,C
sku7240,3418,97.07033986047603,C
sku21528,3418,97.07088360127248,C
sku24402,3418,97.07142734206894,C
sku10827,3417,97.07197092378385,C
sku27046,3416,97.07251434641717,C
sku18876,3416,97.07305776905051,C
sku6560,3415,97.07360103260227,C
sku228,3415,97.07414429615403,C
sku2232,3415,97.0746875597058,C
sku24069,3414,97.07523066417599,C
sku27801,3414,97.07577376864619,C
sku28034,3414,97.07631687311638,C
sku3631,3411,97.07685950034188,C
sku7039,3411,97.07740212756738,C
sku23181,3410,97.0779445957113,C
sku26370,3410,97.07848706385523,C
sku24236,3409,97.07902937291759,C
sku12912,3409,97.07957168197996,C
sku6688,3409,97.08011399104231,C
sku26464,3409,97.08065630010468,C
sku14985,3407,97.0811982910039,C
sku14158,3407,97.08174028190312,C
sku22711,3406,97.08228211372078,C
sku3094,3405,97.08282378645688,C
sku29727,3405,97.08336545919298,C
sku19867,3404,97.0839069728475,C
sku20736,3403,97.08444832742046,C
sku4277,3403,97.08498968199342,C
sku29931,3401,97.08553071840325,C
sku13186,3400,97.0860715957315,C
sku1211,3400,97.08661247305976,C
sku1823,3399,97.08715319130644,C
sku20613,3399,97.08769390955312,C
sku26010,3399,97.08823462779982,C
sku21737,3399,97.08877534604652,C
sku939,3399,97.0893160642932,C
sku16983,3398,97.08985662345833,C
sku1780,3398,97.09039718262345,C
sku29295,3398,97.09093774178858,C
sku19292,3398,97.0914783009537,C
sku9882,3398,97.09201886011881,C
sku1442,3398,97.09255941928394,C
sku6681,3398,97.09309997844906,C
sku16497,3398,97.09364053761418,C
sku16984,3398,97.09418109677931,C
sku5131,3398,97.09472165594443,C
sku11122,3398,97.09526221510954,C
sku1126,3398,97.09580277427467,C
sku27800,3398,97.09634333343979,C
sku1134,3398,97.09688389260492,C
sku25152,3398,97.09742445177004,C
sku2551,3398,97.09796501093516,C
sku6667,3397,97.09850541101872,C
sku10496,3396,97.0990456520207,C
sku15353,3396,97.0995858930227,C
sku15044,3396,97.10012613402469,C
sku6299,3395,97.10066621594511,C
sku12525,3394,97.10120613878395,C
sku9655,3394,97.10174606162282,C
sku870,3393,97.1022858253801,C
sku14735,3392,97.10282543005582,C
sku8123,3390,97.10336471656841,C
sku4322,3390,97.10390400308098,C
sku14239,3389,97.10444313051201,C
sku24490,3389,97.10498225794304,C
sku21719,3388,97.10552122629248,C
sku20077,3388,97.10606019464193,C
sku30286,3388,97.10659916299139,C
sku23524,3386,97.1071378131777,C
sku8781,3385,97.10767630428244,C
sku22950,3385,97.1082147953872,C
sku2645,3383,97.10875296832882,C
sku10466,3382,97.10929098218885,C
sku17125,3382,97.1098289960489,C
sku661,3381,97.11036685082739,C
sku22621,3381,97.11090470560588,C
sku24897,3379,97.11144224222122,C
sku17887,3379,97.11197977883657,C
sku7609,3379,97.11251731545191,C
sku13150,3378,97.11305469298568,C
sku1317,3378,97.11359207051947,C
sku25858,3378,97.11412944805325,C
sku23036,3376,97.11466650742389,C
sku9575,3375,97.11520340771298,C
sku7325,3374,97.11574014892048,C
sku23160,3374,97.11627689012799,C
sku25406,3374,97.1168136313355,C
sku3413,3374,97.11735037254302,C
sku21056,3373,97.11788695466896,C
sku25453,3373,97.11842353679491,C
sku8091,3373,97.11896011892085,C
sku25598,3372,97.11949654196523,C
sku27020,3372,97.1200329650096,C
sku17645,3371,97.12056922897241,C
sku23262,3371,97.12110549293523,C
sku25975,3371,97.12164175689804,C
sku2176,3371,97.12217802086084,C
sku23297,3370,97.12271412574209,C
sku4966,3369,97.12325007154176,C
sku21917,3369,97.12378601734144,C
sku5609,3369,97.12432196314111,C
sku10091,3368,97.12485774985923,C
sku9628,3367,97.12539337749575,C
sku30431,3367,97.1259290051323,C
sku616,3366,97.12646447368728,C
sku21076,3366,97.12699994224225,C
sku21497,3365,97.12753525171566,C
sku3892,3364,97.1280704021075,C
sku21699,3362,97.1286052343362,C
sku13471,3360,97.12913974840178,C
sku11082,3359,97.12967410338578,C
sku16511,3358,97.13020829928823,C
sku5747,3358,97.13074249519066,C
sku28383,3358,97.13127669109309,C
sku17970,3357,97.13181072791397,C
sku21876,3356,97.13234460565326,C
sku23169,3355,97.132878324311,C
sku30111,3355,97.13341204296874,C
sku1933,3355,97.13394576162648,C
sku18425,3355,97.13447948028421,C
sku21450,3354,97.13501303986037,C
sku27107,3354,97.13554659943655,C
sku19610,3354,97.13608015901272,C
sku19396,3353,97.13661355950732,C
sku8026,3353,97.13714696000191,C
sku29364,3352,97.13768020141495,C
sku2719,3352,97.13821344282799,C
sku25988,3351,97.13874652515946,C
sku3049,3350,97.13927944840935,C
sku27722,3350,97.13981237165925,C
sku91,3350,97.14034529490915,C
sku24910,3350,97.14087821815906,C
sku28228,3350,97.14141114140895,C
sku11802,3349,97.14194390557729,C
sku15085,3349,97.14247666974562,C
sku3410,3348,97.1430092748324,C
sku25216,3348,97.14354187991916,C
sku12083,3347,97.14407432592435,C
sku13715,3346,97.14460661284798,C
sku1313,3346,97.14513889977161,C
sku7268,3345,97.14567102761367,C
sku26986,3345,97.14620315545575,C
sku28772,3344,97.14673512421625,C
sku10268,3342,97.1472667748136,C
sku13864,3341,97.1477982663294,C
sku18460,3339,97.14832943968206,C
sku18394,3339,97.14886061303473,C
sku23591,3338,97.14939162730582,C
sku4475,3337,97.14992248249534,C
sku21591,3337,97.15045333768487,C
sku30332,3335,97.15098387471126,C
sku850,3335,97.15151441173767,C
sku11155,3335,97.15204494876404,C
sku11495,3334,97.15257532670888,C
sku25277,3334,97.1531057046537,C
sku410,3334,97.15363608259852,C
sku5939,3333,97.15416630146179,C
sku27154,3332,97.15469636124348,C
sku17841,3332,97.15522642102518,C
sku4745,3330,97.15575616264373,C
sku10541,3329,97.15628574518071,C
sku30231,3328,97.15681516863614,C
sku24152,3328,97.15734459209156,C
sku12208,3327,97.15787385646541,C
sku14970,3327,97.15840312083928,C
sku12232,3327,97.15893238521313,C
sku19711,3327,97.15946164958699,C
sku26619,3327,97.15999091396085,C
sku30252,3326,97.16052001925314,C
sku21707,3325,97.16104896546386,C
sku20643,3325,97.16157791167458,C
sku200,3324,97.16210669880373,C
sku16025,3324,97.16263548593288,C
sku10597,3322,97.1631639548989,C
sku8807,3321,97.16369226478336,C
sku14995,3321,97.16422057466781,C
sku18751,3321,97.16474888455227,C
sku17898,3321,97.16527719443671,C
sku15334,3320,97.1658053452396,C
sku17492,3320,97.16633349604248,C
sku11962,3320,97.16686164684538,C
sku6060,3319,97.16738963856669,C
sku10021,3318,97.16791747120645,C
sku19189,3318,97.1684453038462,C
sku3281,3318,97.16897313648595,C
sku19110,3318,97.16950096912569,C
sku9454,3318,97.17002880176545,C
sku19393,3317,97.17055647532365,C
sku22521,3317,97.17108414888183,C
sku27762,3317,97.17161182244001,C
sku18972,3316,97.17213933691663,C
sku411,3316,97.17266685139325,C
sku27671,3316,97.17319436586986,C
sku1721,3316,97.17372188034648,C
sku25517,3315,97.17424923574153,C
sku798,3315,97.17477659113658,C
sku24445,3314,97.17530378745006,C
sku8420,3314,97.17583098376355,C
sku5513,3314,97.17635818007703,C
sku2451,3313,97.17688521730894,C
sku24501,3313,97.17741225454087,C
sku22527,3312,97.17793913269121,C
sku25273,3312,97.17846601084156,C
sku24595,3311,97.17899272991033,C
sku18631,3309,97.17951913081599,C
sku7656,3308,97.18004537264007,C
sku26212,3308,97.18057161446416,C
sku21112,3306,97.1810975381251,C
sku26962,3305,97.18162330270448,C
sku5673,3305,97.18214906728385,C
sku7085,3305,97.18267483186324,C
sku11740,3305,97.1832005964426,C
sku18230,3304,97.18372620194043,C
sku7364,3304,97.18425180743824,C
sku22463,3304,97.18477741293604,C
sku16795,3304,97.18530301843386,C
sku9843,3303,97.1858284648501,C
sku9986,3303,97.18635391126634,C
sku2041,3302,97.18687919860103,C
sku12150,3302,97.1874044859357,C
sku21279,3301,97.18792961418882,C
sku10967,3299,97.18845442427879,C
sku28056,3299,97.18897923436877,C
sku8813,3299,97.18950404445874,C
sku23123,3299,97.19002885454871,C
sku15950,3299,97.19055366463868,C
sku14039,3299,97.19107847472867,C
sku19496,3299,97.19160328481865,C
sku18908,3299,97.19212809490863,C
sku14168,3299,97.1926529049986,C
sku7678,3299,97.19317771508858,C
sku17210,3299,97.19370252517855,C
sku23402,3299,97.19422733526852,C
sku2489,3298,97.19475198627694,C
sku17306,3298,97.19527663728535,C
sku17989,3298,97.19580128829377,C
sku10662,3297,97.19632578022059,C
sku20669,3297,97.19685027214744,C
sku12738,3297,97.19737476407428,C
sku26660,3297,97.19789925600112,C
sku16081,3297,97.19842374792796,C
sku20937,3297,97.19894823985481,C
sku13649,3297,97.19947273178164,C
sku86,3295,97.19999690554536,C
sku27601,3294,97.20052092022749,C
sku29613,3294,97.20104493490965,C
sku14275,3294,97.20156894959177,C
sku13719,3294,97.20209296427392,C
sku8083,3293,97.20261681987449,C
sku18928,3292,97.20314051639349,C
sku15903,3292,97.2036642129125,C
sku6687,3292,97.20418790943151,C
sku14694,3289,97.20471112870581,C
sku29050,3289,97.20523434798012,C
sku5328,3289,97.20575756725442,C
sku12340,3289,97.20628078652874,C
sku1444,3289,97.20680400580304,C
sku15277,3288,97.20732706599577,C
sku22708,3287,97.20784996710694,C
sku9347,3286,97.20837270913655,C
sku25036,3286,97.20889545116616,C
sku19612,3286,97.20941819319575,C
sku26614,3286,97.20994093522536,C
sku11096,3286,97.21046367725496,C
sku28361,3286,97.21098641928457,C
sku10569,3285,97.2115090022326,C
sku23749,3285,97.21203158518064,C
sku24264,3285,97.21255416812868,C
sku28933,3284,97.21307659199513,C
sku27426,3284,97.2135990158616,C
sku11384,3284,97.21412143972809,C
sku21341,3284,97.21464386359455,C
sku23476,3283,97.21516612837945,C
sku9049,3281,97.21568807500121,C
sku20311,3281,97.21621002162298,C
sku22188,3280,97.21673180916319,C
sku11534,3280,97.21725359670339,C
sku18771,3279,97.21777522516201,C
sku5093,3277,97.21829653545751,C
sku15418,3277,97.21881784575302,C
sku1376,3277,97.21933915604852,C
sku27886,3276,97.21986030726245,C
sku740,3276,97.22038145847638,C
sku3219,3276,97.22090260969031,C
sku23242,3276,97.22142376090424,C
sku24428,3275,97.22194475303661,C
sku6240,3275,97.22246574516898,C
sku7518,3274,97.22298657821977,C
sku188,3274,97.22350741127057,C
sku3503,3273,97.2240280852398,C
sku7598,3273,97.22454875920904,C
sku23315,3273,97.22506943317826,C
sku23211,3272,97.22558994806593,C
sku19217,3272,97.2261104629536,C
sku21599,3271,97.22663081875969,C
sku27888,3271,97.22715117456579,C
sku4902,3270,97.22767137129031,C
sku1860,3268,97.22819124985172,C
sku11801,3266,97.22871081024998,C
sku15284,3266,97.22923037064824,C
sku7051,3265,97.22974977196492,C
sku18595,3263,97.23026885511848,C
sku20857,3262,97.23078777919048,C
sku4168,3261,97.23130654418091,C
sku14648,3261,97.23182530917133,C
sku20794,3259,97.23234375599861,C
sku74,3259,97.23286220282591,C
sku2465,3258,97.23338049057163,C
sku21724,3258,97.23389877831735,C
sku17203,3258,97.23441706606309,C
sku3489,3256,97.23493503564566,C
sku18502,3256,97.23545300522825,C
sku14022,3255,97.23597081572927,C
sku13626,3255,97.2364886262303,C
sku10118,3255,97.23700643673132,C
sku28866,3255,97.23752424723234,C
sku2866,3254,97.2380418986518,C
sku6466,3254,97.23855955007126,C
sku27495,3254,97.23907720149072,C
sku16250,3253,97.23959469382861,C
sku11252,3253,97.2401121861665,C
sku341,3252,97.24062951942281,C
sku21579,3252,97.24114685267912,C
sku21858,3251,97.24166402685388,C
sku22421,3250,97.24218104194708,C
sku27085,3249,97.24269789795869,C
sku20236,3249,97.2432147539703,C
sku24629,3248,97.24373145090036,C
sku26494,3248,97.24424814783042,C
sku21050,3248,97.24476484476047,C
sku6602,3246,97.24528122352739,C
sku23496,3246,97.2457976022943,C
sku29528,3245,97.24631382197965,C
sku11711,3245,97.246830041665,C
sku13503,3244,97.24734610226879,C
sku1372,3243,97.24786200379101,C
sku25891,3243,97.24837790531322,C
sku22630,3242,97.24889364775387,C
sku21163,3242,97.24940939019451,C
sku9023,3240,97.24992481447204,C
sku28316,3239,97.25044007966798,C
sku8719,3239,97.25095534486393,C
sku12298,3238,97.25147045097832,C
sku6907,3238,97.2519855570927,C
sku12437,3237,97.2525005041255,C
sku6414,3237,97.25301545115832,C
sku9650,3235,97.253530080028,C
sku5773,3235,97.25404470889768,C
sku485,3234,97.2545591786858,C
sku23328,3233,97.25507348939234,C
sku18541,3232,97.25558764101731,C
sku10758,3232,97.2561017926423,C
sku4157,3231,97.2566157851857,C
sku14817,3231,97.25712977772912,C
sku14534,3230,97.25764361119096,C
sku2716,3230,97.25815744465281,C
sku22929,3229,97.25867111903308,C
sku27520,3229,97.25918479341335,C
sku809,3227,97.25969814963051,C
sku10240,3227,97.26021150584765,C
sku27446,3226,97.26072470298323,C
sku8982,3225,97.26123774103723,C
sku19121,3224,97.26175062000966,C
sku17062,3222,97.26226318081898,C
sku7267,3222,97.26277574162829,C
sku12961,3222,97.26328830243759,C
sku16660,3221,97.26380070416532,C
sku23038,3221,97.26431310589308,C
sku21313,3221,97.26482550762081,C
sku29590,3220,97.26533775026698,C
sku1978,3220,97.26584999291316,C
sku27236,3220,97.26636223555933,C
sku21337,3219,97.26687431912393,C
sku10193,3219,97.26738640268854,C
sku29602,3219,97.26789848625315,C
sku25684,3219,97.26841056981776,C
sku12064,3218,97.2689224943008,C
sku30160,3218,97.26943441878383,C
sku7957,3216,97.26994602510372,C
sku3303,3215,97.27045747234206,C
sku12646,3215,97.2709689195804,C
sku6538,3215,97.27148036681874,C
sku4964,3215,97.27199181405707,C
sku15995,3215,97.27250326129541,C
sku29075,3213,97.27301439037062,C
sku29500,3213,97.27352551944583,C
sku5836,3212,97.27403648943945,C
sku5506,3212,97.2745474594331,C
sku4447,3212,97.27505842942674,C
sku5272,3212,97.27556939942036,C
sku19238,3212,97.276080369414,C
sku30118,3211,97.27659118032607,C
sku12369,3210,97.27710183215656,C
sku1251,3209,97.2776123249055,C
sku16342,3209,97.27812281765443,C
sku14687,3208,97.2786331513218,C
sku23520,3208,97.27914348498918,C
sku30522,3207,97.27965365957498,C
sku16771,3206,97.2801636750792,C
sku23744,3205,97.28067353150188,C
sku7644,3205,97.28118338792453,C
sku28229,3205,97.2816932443472,C
sku17872,3204,97.2822029416883,C
sku30330,3203,97.28271247994783,C
sku10361,3203,97.28322201820735,C
sku4542,3202,97.28373139738532,C
sku5318,3201,97.28424061748171,C
sku14502,3201,97.28474983757812,C
sku20543,3201,97.28525905767451,C
sku15524,3200,97.28576811868935,C
sku4266,3199,97.2862770206226,C
sku17192,3199,97.28678592255588,C
sku27295,3199,97.28729482448914,C
sku20913,3199,97.2878037264224,C
sku17046,3199,97.28831262835565,C
sku22982,3199,97.28882153028891,C
sku17683,3199,97.28933043222219,C
sku5960,3198,97.28983917507388,C
sku25201,3198,97.29034791792557,C
sku26104,3198,97.29085666077727,C
sku21572,3198,97.29136540362897,C
sku26408,3198,97.29187414648067,C
sku14017,3198,97.29238288933236,C
sku3549,3198,97.29289163218405,C
sku20806,3198,97.29340037503576,C
sku20976,3198,97.29390911788744,C
sku23554,3198,97.29441786073913,C
sku2010,3198,97.29492660359084,C
sku28839,3197,97.29543518736097,C
sku372,3197,97.29594377113109,C
sku6744,3196,97.29645219581965,C
sku16201,3196,97.29696062050822,C
sku1608,3196,97.29746904519678,C
sku23034,3196,97.29797746988534,C
sku9769,3196,97.2984858945739,C
sku14001,3194,97.29899400109933,C
sku29905,3194,97.29950210762476,C
sku26886,3193,97.30001005506861,C
sku16109,3193,97.30051800251248,C
sku10733,3193,97.30102594995633,C
sku12561,3193,97.30153389740019,C
sku26470,3192,97.30204168576249,C
sku21880,3192,97.30254947412477,C
sku10154,3192,97.30305726248707,C
sku19500,3192,97.30356505084936,C
sku16767,3192,97.30407283921166,C
sku12244,3190,97.30458030941081,C
sku17956,3190,97.30508777960998,C
sku8742,3190,97.30559524980913,C
sku2375,3189,97.30610256092672,C
sku624,3188,97.30660971296274,C
sku7348,3187,97.30711670591721,C
sku11209,3187,97.30762369887167,C
sku6760,3187,97.30813069182612,C
sku10821,3187,97.30863768478058,C
sku26879,3186,97.30914451865347,C
sku16458,3186,97.30965135252636,C
sku9033,3186,97.31015818639925,C
sku16649,3185,97.31066486119056,C
sku1138,3184,97.31117137690033,C
sku15485,3184,97.31167789261008,C
sku18248,3184,97.31218440831984,C
sku21055,3183,97.31269076494803,C
sku25343,3183,97.31319712157621,C
sku12662,3182,97.31370331912284,C
sku23863,3182,97.31420951666946,C
sku12760,3181,97.31471555513451,C
sku28554,3181,97.31522159359956,C
sku5503,3181,97.31572763206462,C
sku20775,3181,97.31623367052967,C
sku15397,3180,97.31673954991317,C
sku4382,3180,97.31724542929665,C
sku10680,3180,97.31775130868013,C
sku3058,3180,97.31825718806363,C
sku20104,3179,97.31876290836554,C
sku26466,3177,97.31926831050433,C
sku23897,3177,97.31977371264313,C
sku4854,3177,97.32027911478191,C
sku25785,3177,97.32078451692068,C
sku30242,3177,97.32128991905947,C
sku6317,3176,97.3217951621167,C
sku16446,3176,97.3223004051739,C
sku22448,3175,97.32280548914957,C
sku9651,3174,97.32331041404365,C
sku1380,3174,97.32381533893773,C
sku1602,3174,97.32432026383182,C
sku7014,3173,97.32482502964433,C
sku414,3173,97.32532979545685,C
sku495,3171,97.32583424310623,C
sku24824,3171,97.32633869075562,C
sku28124,3170,97.32684297932343,C
sku5264,3169,97.32734710880968,C
sku25653,3169,97.32785123829592,C
sku29841,3169,97.32835536778218,C
sku25916,3169,97.32885949726843,C
sku13668,3169,97.32936362675467,C
sku30545,3168,97.32986759715936,C
sku199,3167,97.33037140848248,C
sku21412,3167,97.33087521980559,C
sku1446,3167,97.3313790311287,C
sku28195,3167,97.3318828424518,C
sku27505,3166,97.33238649469337,C
sku27004,3164,97.33288982877177,C
sku6655,3164,97.33339316285019,C
sku7101,3164,97.3338964969286,C
sku1448,3163,97.33439967192544,C
sku23977,3163,97.33490284692229,C
sku15046,3162,97.33540586283758,C
sku9470,3161,97.33590871967128,C
sku30041,3161,97.336411576505,C
sku28084,3160,97.33691427425714,C
sku20926,3160,97.33741697200928,C
sku3952,3159,97.33791951067985,C
sku27622,3158,97.33842189026888,C
sku3442,3157,97.33892411077632,C
sku22486,3157,97.33942633128376,C
sku7995,3157,97.3399285517912,C
sku2947,3156,97.34043061321708,C
sku12165,3156,97.34093267464296,C
sku4772,3156,97.34143473606883,C
sku4656,3156,97.34193679749471,C
sku21293,3155,97.34243869983902,C
sku17325,3155,97.34294060218332,C
sku22334,3154,97.34344234544606,C
sku6217,3154,97.34394408870881,C
sku2109,3154,97.34444583197156,C
sku28206,3153,97.34494741615272,C
sku1549,3153,97.3454490003339,C
sku21890,3152,97.3459504254335,C
sku21562,3152,97.34645185053311,C
sku25585,3151,97.34695311655115,C
sku21177,3151,97.3474543825692,C
sku17251,3151,97.34795564858723,C
sku8142,3150,97.3484567555237,C
sku7648,3150,97.34895786246018,C
sku24398,3150,97.34945896939665,C
sku24203,3150,97.34996007633313,C
sku18576,3149,97.35046102418804,C
sku22977,3149,97.35096197204294,C
sku19078,3149,97.35146291989784,C
sku475,3149,97.35196386775276,C
sku29141,3149,97.35246481560765,C
sku15630,3149,97.35296576346256,C
sku18471,3149,97.35346671131747,C
sku24902,3147,97.35396734100924,C
sku3759,3147,97.35446797070101,C
sku21093,3146,97.35496844131121,C
sku18223,3145,97.35546875283985,C
sku16733,3145,97.3559690643685,C
sku16398,3145,97.35646937589712,C
sku28362,3145,97.35696968742576,C
sku3085,3143,97.35746968079127,C
sku13222,3138,97.35796887874893,C
sku80,3138,97.3584680767066,C
sku12118,3137,97.3589671155827,C
sku25731,3137,97.3594661544588,C
sku11485,3136,97.35996503425334,C
sku1152,3136,97.36046391404787,C
sku11749,3136,97.3609627938424,C
sku10059,3135,97.36146151455537,C
sku27177,3135,97.36196023526834,C
sku8852,3135,97.3624589559813,C
sku19116,3134,97.3629575176127,C
sku822,3133,97.36345592016254,C
sku7442,3133,97.36395432271236,C
sku3443,3133,97.3644527252622,C
sku21440,3132,97.36495096873047,C
sku5343,3131,97.36544905311716,C
sku516,3131,97.36594713750387,C
sku22861,3130,97.36644506280899,C
sku5716,3129,97.36694282903255,C
sku7179,3129,97.36744059525611,C
sku18858,3128,97.36793820239811,C
sku21563,3128,97.36843580954012,C
sku4166,3127,97.36893325760055,C
sku19999,3127,97.36943070566096,C
sku29947,3127,97.3699281537214,C
sku26132,3126,97.37042544270025,C
sku13811,3125,97.37092257259755,C
sku28185,3124,97.37141954341328,C
sku28205,3124,97.37191651422901,C
sku17478,3124,97.37241348504475,C
sku13451,3123,97.3729102967789,C
sku7124,3122,97.3734069494315,C
sku20286,3122,97.37390360208408,C
sku8058,3121,97.3744000956551,C
sku3106,3120,97.37489643014456,C
sku12733,3120,97.37539276463403,C
sku3169,3119,97.37588894004192,C
sku12775,3119,97.37638511544982,C
sku5498,3118,97.37688113177614,C
sku7539,3118,97.37737714810247,C
sku23454,3117,97.37787300534721,C
sku4185,3117,97.37836886259198,C
sku9322,3116,97.37886456075516,C
sku5537,3116,97.37936025891835,C
sku21166,3115,97.37985579799998,C
sku2319,3115,97.3803513370816,C
sku29652,3115,97.38084687616323,C
sku18921,3114,97.38134225616328,C
sku27310,3114,97.38183763616334,C
sku5825,3114,97.3823330161634,C
sku25136,3114,97.38282839616346,C
sku16683,3113,97.38332361708194,C
sku29804,3113,97.38381883800044,C
sku23953,3112,97.38431389983737,C
sku15462,3112,97.38480896167428,C
sku252,3112,97.3853040235112,C
sku9309,3111,97.38579892626656,C
sku23245,3111,97.38629382902191,C
sku7640,3111,97.38678873177726,C
sku23409,3111,97.38728363453262,C
sku7395,3110,97.3877783782064,C
sku27180,3110,97.3882731218802,C
sku223,3109,97.38876770647241,C
sku6165,3109,97.38926229106464,C
sku3067,3108,97.38975671657529,C
sku3126,3108,97.39025114208594,C
sku23827,3108,97.3907455675966,C
sku16071,3107,97.39123983402568,C
sku274,3107,97.39173410045477,C
sku27835,3106,97.39222820780229,C
sku28568,3106,97.39272231514981,C
sku21933,3105,97.39321626341577,C
sku4762,3105,97.39371021168172,C
sku18692,3104,97.3942040008661,C
sku23649,3103,97.39469763096892,C
sku3188,3102,97.39519110199016,C
sku18207,3102,97.39568457301142,C
sku23880,3101,97.3961778849511,C
sku24439,3101,97.39667119689078,C
sku23658,3100,97.3971643497489,C
sku6181,3100,97.39765750260702,C
sku9541,3100,97.39815065546513,C
sku18182,3100,97.39864380832324,C
sku15440,3099,97.39913680209979,C
sku4862,3099,97.39962979587635,C
sku15527,3099,97.4001227896529,C
sku7576,3099,97.40061578342944,C
sku1715,3099,97.40110877720599,C
sku14133,3099,97.40160177098255,C
sku17994,3099,97.4020947647591,C
sku19044,3099,97.40258775853565,C
sku12231,3099,97.40308075231219,C
sku1937,3099,97.40357374608874,C
sku23138,3098,97.40406658078372,C
sku30146,3098,97.40455941547872,C
sku9384,3098,97.40505225017368,C
sku26862,3097,97.4055449257871,C
sku3960,3097,97.40603760140051,C
sku28471,3096,97.40653011793236,C
sku21538,3095,97.40702247538265,C
sku28668,3095,97.40751483283293,C
sku23314,3094,97.40800703120163,C
sku29385,3094,97.40849922957035,C
sku15121,3094,97.40899142793907,C
sku15870,3094,97.40948362630778,C
sku3091,3093,97.40997566559493,C
sku29097,3093,97.41046770488208,C
sku27547,3093,97.41095974416922,C
sku1388,3092,97.4114516243748,C
sku1892,3091,97.41194334549881,C
sku4770,3090,97.41243490754125,C
sku27802,3090,97.41292646958371,C
sku14150,3090,97.41341803162615,C
sku21791,3090,97.41390959366859,C
sku15240,3090,97.41440115571103,C
sku7734,3090,97.41489271775349,C
sku1806,3090,97.41538427979593,C
sku10837,3089,97.41587568275682,C
sku21652,3089,97.4163670857177,C
sku4821,3088,97.416858329597,C
sku18440,3084,97.41734893715004,C
sku18577,3084,97.41783954470307,C
sku23920,3083,97.41832999317455,C
sku14785,3083,97.41882044164603,C
sku26343,3082,97.41931073103595,C
sku18398,3082,97.41980102042585,C
sku15703,3081,97.4202911507342,C
sku10332,3081,97.42078128104254,C
sku18936,3081,97.42127141135087,C
sku29300,3080,97.42176138257764,C
sku7326,3078,97.42225103564128,C
sku19051,3078,97.42274068870492,C
sku8451,3075,97.42322986452386,C
sku13296,3075,97.4237190403428,C
sku29837,3074,97.42420805708018,C
sku10035,3073,97.42469691473597,C
sku25839,3073,97.42518577239177,C
sku27343,3072,97.42567447096602,C
sku22442,3071,97.4261630104587,C
sku2273,3069,97.42665123178821,C
sku718,3069,97.42713945311776,C
sku27610,3068,97.42762751536573,C
sku2704,3068,97.4281155776137,C
sku18731,3067,97.4286034807801,C
sku12300,3066,97.42909122486493,C
sku9302,3065,97.42957880986819,C
sku14993,3065,97.43006639487146,C
sku1493,3065,97.43055397987473,C
sku18995,3064,97.43104140579642,C
sku9673,3064,97.43152883171813,C
sku3933,3064,97.43201625763983,C
sku7369,3063,97.43250352447997,C
sku28447,3063,97.4329907913201,C
sku11174,3062,97.43347789907865,C
sku22935,3062,97.43396500683723,C
sku11003,3062,97.4344521145958,C
sku30363,3062,97.43493922235436,C
sku8226,3060,97.43542601194979,C
sku5333,3059,97.43591264246365,C
sku18803,3059,97.43639927297751,C
sku26951,3059,97.43688590349137,C
sku4008,3058,97.43737237492367,C
