item,total_amount,cumulative_percent,ABC_group
sku10345,37943,70.91926449636468,A
sku27244,37889,70.92529193786183,A
sku6108,37880,70.93131794762488,A
sku25405,37880,70.93734395738794,A
sku20525,37872,70.94336869449845,A
sku8757,37829,70.94938659110156,A
sku338,37796,70.95539923801297,A
sku14271,37780,70.96140933961931,A
sku30212,37752,70.96741498694176,A
sku14779,37728,70.97341681630661,A
sku20876,37708,70.9794154640401,A
sku11246,37694,70.98541188463167,A
sku16824,37683,70.991406555326,A
sku25467,37661,70.99739772622584,A
sku8033,37636,71.0033849200865,A
sku21997,37633,71.00937163670248,A
sku3221,37624,71.01535692158434,A
sku7617,37621,71.0213417292215,A
sku21196,37602,71.02732351430889,A
sku12068,37599,71.03330482215158,A
sku15088,37574,71.03928215295508,A
sku21264,37555,71.04525646120881,A
sku3555,37531,71.05122695150493,A
sku27187,37525,71.05719648731164,A
sku30561,37502,71.06316236424232,A
sku22605,37494,71.06912696852045,A
sku290,37483,71.07508982290135,A
sku28490,37473,71.08105108646657,A
sku17052,37445,71.08700789574792,A
sku1210,37444,71.0929645459477,A
sku15616,37442,71.09892087798434,A
sku988,37397,71.10487005135046,A
sku13047,37393,71.11081858839032,A
sku20106,37389,71.1167664891039,A
sku23877,37378,71.12271263992025,A
sku14451,37373,71.12865799532877,A
sku9513,37365,71.13460207808474,A
sku22460,37353,71.1405442518619,A
sku1646,37348,71.14648563023124,A
sku12310,37345,71.15242653135587,A
sku5444,37328,71.15836472809386,A
sku27923,37306,71.16429942503738,A
sku11199,37293,71.17023205392053,A
sku333,37281,71.17616277382486,A
sku13605,37276,71.18209269832136,A
sku25170,37273,71.18802214557314,A
sku26711,37271,71.19395127466181,A
sku10438,37250,71.19987706303758,A
sku8087,37216,71.20579744264003,A
sku7430,37205,71.21171607234528,A
sku26465,37202,71.2176342248058,A
sku14092,37194,71.2235511046138,A
sku1825,37189,71.22946718901396,A
sku6789,37172,71.23538056902748,A
sku6287,37164,71.24129267638845,A
sku12751,37147,71.24720207936281,A
sku25979,37145,71.25311116417402,A
sku2096,37129,71.25901770368014,A
sku19241,37083,71.26491692543418,A
sku11752,37066,71.27081344280158,A
sku11548,37052,71.27670773302704,A
sku24562,37031,71.2825986825396,A
sku6492,37020,71.28848788215491,A
sku28302,37013,71.29437596819925,A
sku5700,37010,71.30026357699889,A
sku25720,37006,71.30615054947226,A
sku26022,37005,71.31203736286407,A
sku7731,37001,71.31792353992961,A
sku7525,36999,71.32380939883201,A
sku26031,36995,71.32969462140815,A
sku7197,36994,71.33557968490271,A
sku18510,36985,71.34146331666318,A
sku24770,36956,71.3473423350582,A
sku25882,36953,71.35322087620851,A
sku20760,36952,71.35909925827725,A
sku30127,36939,71.36497557228564,A
sku1214,36938,71.37085172721245,A
sku18404,36898,71.37672151887658,A
sku905,36897,71.38259115145912,A
sku17114,36891,71.38845982955227,A
sku13332,36885,71.39432755315602,A
sku12259,36884,71.40019511767821,A
sku25214,36860,71.40605886424278,A
sku816,36837,71.41191895193131,A
sku16967,36808,71.41777442625438,A
sku21024,36799,71.42362846884338,A
sku8025,36763,71.42947678449593,A
sku10357,36759,71.43532446382223,A
sku24310,36730,71.44116752978307,A
sku23043,36726,71.44700995941764,A
sku29857,36714,71.45285048007341,A
sku12914,36708,71.45869004623978,A
sku27798,36708,71.46452961240615,A
sku24826,36702,71.47036822408312,A
sku22518,36698,71.47620619943382,A
sku14915,36685,71.48204210672414,A
sku6724,36680,71.48787721860663,A
sku4303,36673,71.49371121691813,A
sku25740,36648,71.49954123819047,A
sku4036,36648,71.50537125946282,A
sku10673,36648,71.51120128073515,A
sku9898,36629,71.51702827945772,A
sku6614,36621,71.52285400552775,A
sku26647,36615,71.52867877710837,A
sku17563,36598,71.53450084430236,A
sku13938,36594,71.54032227517007,A
sku1902,36585,71.54614227430368,A
sku9772,36581,71.55196163711102,A
sku130,36581,71.55778099991835,A
sku27130,36551,71.56359559027868,A
sku17389,36547,71.56940954431275,A
sku25347,36535,71.575221589368,A
sku17548,36518,71.5810309300366,A
sku7988,36513,71.58683947529738,A
sku17286,36508,71.59264722515033,A
sku20435,36489,71.59845195245349,A
sku16402,36467,71.60425317996217,A
sku9103,36461,71.61005345298146,A
sku30468,36442,71.61585070345097,A
sku13903,36436,71.62164699943108,A
sku16094,36426,71.62744170459551,A
sku367,36425,71.6332362506784,A
sku10061,36414,71.63902904686401,A
sku11077,36391,71.6448181841736,A
sku15891,36389,71.65060700332006,A
sku18387,36385,71.65639518614023,A
sku25265,36384,71.66218320987885,A
sku20704,36365,71.66796821106769,A
sku21565,36350,71.67375082603303,A
sku11264,36338,71.67953153201955,A
sku22910,36330,71.68531096535354,A
sku26473,36303,71.69108610348522,A
sku5414,36299,71.69686060529064,A
sku12788,36297,71.70263478893291,A
sku10744,36286,71.70840722267793,A
sku20161,36276,71.71417806560731,A
sku19972,36272,71.71994827221042,A
sku23397,36237,71.72571291095865,A
sku18797,36217,71.73147436807555,A
sku4471,36210,71.73723471162148,A
sku13432,36208,71.7429947370043,A
sku15684,36204,71.74875412606082,A
sku9517,36189,71.75451112889385,A
sku30230,36168,71.76026479101397,A
sku10937,36162,71.76601749864467,A
sku8995,36142,71.77176702464405,A
sku477,36132,71.77751495982776,A
sku20706,36125,71.78326178144047,A
sku6545,36113,71.7890066940744,A
sku5511,36098,71.79474922048482,A
sku16742,36084,71.80048951975328,A
sku24033,36082,71.80622950085863,A
sku14461,36051,71.81196455043539,A
sku28766,36042,71.81769816827804,A
sku23452,36008,71.82342637734742,A
sku5793,35998,71.82915299560112,A
sku26184,35995,71.83487913661011,A
sku7565,35966,71.84060066425367,A
sku28531,35940,71.84631805577648,A
sku3299,35939,71.85203528821772,A
sku22562,35858,71.85773963505203,A
sku11391,35835,71.86344032301028,A
sku23015,35826,71.86913957923444,A
sku19633,35823,71.87483835821389,A
sku10973,35822,71.88053697811179,A
sku17377,35820,71.88623527984653,A
sku8502,35815,71.89193278617346,A
sku30430,35799,71.89762774719529,A
sku4013,35795,71.90332207189087,A
sku27854,35786,71.90901496485233,A
sku22079,35782,71.91470722148753,A
sku20394,35780,71.9203991599596,A
sku520,35777,71.92609062118697,A
sku17202,35757,71.931778900783,A
sku3407,35752,71.93746638497119,A
sku17845,35750,71.94315355099623,A
sku7368,35749,71.94884055793972,A
sku28707,35731,71.954524701415,A
sku22543,35725,71.96020789040088,A
sku13121,35695,71.96588630693974,A
sku23512,35693,71.97156440531546,A
sku26659,35663,71.97723773124417,A
sku15163,35626,71.9829051711549,A
sku23394,35615,71.98857086116838,A
sku5659,35605,71.9942349603662,A
sku13427,35591,71.99989683242208,A
sku23005,35586,72.00555790907013,A
sku23555,35570,72.0112164404131,A
sku16484,35543,72.01687067655375,A
sku8672,35543,72.02252491269441,A
sku26930,35538,72.02817835342724,A
sku16980,35533,72.03383099875221,A
sku15310,35519,72.03948141693526,A
sku10120,35515,72.04513119879203,A
sku20753,35503,72.05077907167001,A
sku15789,35502,72.05642678546641,A
sku1306,35501,72.06207434018124,A
sku17355,35495,72.06772094040667,A
sku2745,35491,72.07336690430583,A
sku12869,35485,72.0790119137156,A
sku4104,35476,72.08465549139126,A
sku6421,35470,72.09029811457751,A
sku19522,35461,72.09593930602966,A
sku20143,35455,72.10157954299241,A
sku29603,35452,72.10721930271046,A
sku64,35436,72.11285651712343,A
sku29189,35422,72.11849150439447,A
sku25606,35418,72.12412585533923,A
sku20423,35396,72.12975670648952,A
sku28503,35384,72.135385648661,A
sku18563,35379,72.14101379542464,A
sku10985,35357,72.14663844239382,A
sku398,35344,72.1522610213026,A
sku23292,35336,72.15788232755888,A
sku3819,35329,72.16350252024417,A
sku27405,35327,72.16912239476632,A
sku16635,35305,72.174738769494,A
sku3666,35295,72.180353553406,A
sku25879,35282,72.18596626925763,A
sku8637,35281,72.19157882602771,A
sku8790,35266,72.19718899657425,A
sku11561,35236,72.2027943946738,A
sku21967,35223,72.20839772471298,A
sku26296,35214,72.21399962301804,A
sku30424,35199,72.21959913509961,A
sku7816,35198,72.22519848809961,A
sku2396,35191,72.23079672752863,A
sku20475,35161,72.23639019451063,A
sku6862,35157,72.24198302516638,A
sku13101,35157,72.24757585582212,A
sku29611,35157,72.25316868647786,A
sku1931,35157,72.2587615171336,A
sku17434,35148,72.26435291605524,A
sku17137,35131,72.26994161059024,A
sku6936,35129,72.27552998696211,A
sku13609,35127,72.28111804517083,A
sku12205,35114,72.28670403531919,A
sku14176,35098,72.29228748016247,A
sku16212,35096,72.29787060684262,A
sku19613,35065,72.30344880199418,A
sku15545,35063,72.30902667898262,A
sku1355,35058,72.31460376056322,A
sku2266,35054,72.32018020581754,A
sku5375,35050,72.3257560147456,A
sku2343,35039,72.33133007377641,A
sku13909,35030,72.33690270107314,A
sku17798,35016,72.34247310122791,A
sku10719,35010,72.34804254689328,A
sku23551,35010,72.35361199255865,A
sku9064,34996,72.3591792110821,A
sku1104,34990,72.36474547511612,A
sku15541,34985,72.37031094374231,A
sku25134,34966,72.37587338981874,A
sku3181,34961,72.38143504048732,A
sku325,34955,72.38699573666649,A
sku10244,34951,72.3925557965194,A
sku13516,34942,72.39811442463821,A
sku8318,34931,72.40367130285978,A
sku6942,34924,72.40922706751039,A
sku7792,34912,72.41478092318219,A
sku13394,34897,72.42033239263047,A
sku4983,34895,72.42588354391563,A
sku24424,34885,72.4314331043851,A
sku28848,34873,72.43698075587578,A
sku28970,34871,72.44252808920332,A
sku16453,34835,72.44806969559444,A
sku789,34821,72.45360907484363,A
sku15825,34819,72.45914813592968,A
sku12844,34807,72.46468528803692,A
sku21403,34798,72.47022100841006,A
sku15977,34786,72.47575481980441,A
sku12162,34765,72.48128529048583,A
sku17646,34750,72.48681337494375,A
sku7155,34744,72.49234050491226,A
sku13786,34738,72.49786668039138,A
sku15734,34732,72.5033919013811,A
sku13680,34729,72.50891664512609,A
sku27804,34715,72.51443916172916,A
sku25181,34696,72.51995865578246,A
sku13015,34693,72.52547767259104,A
sku19825,34693,72.53099668939964,A
sku3371,34685,72.5365144335557,A
sku12885,34662,72.5420285188357,A
sku20358,34657,72.54754180870788,A
sku25622,34655,72.55305478041693,A
sku11437,34653,72.55856743396282,A
sku449,34642,72.56407833761149,A
sku99,34635,72.56958812768919,A
sku942,34617,72.57509505429869,A
sku26975,34605,72.58060007192937,A
sku28698,34603,72.58610477139692,A
sku8063,34599,72.5916088345382,A
sku8562,34591,72.59711162502694,A
sku10220,34584,72.60261330194471,A
sku15005,34583,72.60811481978092,A
sku20664,34576,72.61361522404616,A
sku24985,34566,72.61911403749572,A
sku4119,34531,72.62460728309044,A
sku15033,34521,72.63009893786949,A
sku9053,34519,72.6355902744854,A
sku12371,34510,72.64108017936721,A
sku29451,34501,72.64656865251492,A
sku22482,34501,72.65205712566261,A
sku24223,34496,72.65754480340247,A
sku15199,34491,72.66303168573451,A
sku16759,34485,72.66851761357714,A
sku29419,34475,72.67400195060408,A
sku23392,34441,72.67948087885776,A
sku11054,34439,72.6849594889483,A
sku21980,34432,72.69043698546788,A
sku5464,34424,72.6959132093349,A
sku19696,34421,72.70138895595724,A
sku25357,34419,72.70686438441643,A
sku22066,34404,72.71233742665211,A
sku10650,34376,72.71780601460394,A
sku8898,34346,72.72326983010873,A
sku3004,34338,72.72873237296099,A
sku5625,34327,72.73419316591601,A
sku11861,34320,72.73965284530006,A
sku8725,34318,72.74511220652099,A
sku20231,34299,72.75056854519212,A
sku17248,34295,72.75602424753698,A
sku8600,34281,72.76147772273993,A
sku4103,34262,72.76692817539308,A
sku16540,34231,72.77237369651766,A
sku29267,34217,72.77781699050028,A
sku29655,34198,72.78325726193316,A
sku28658,34198,72.788697533366,A
sku1322,34184,72.79413557765693,A
sku1309,34183,72.79957346286629,A
sku29660,34180,72.80501087083093,A
sku10399,34156,72.81044446083797,A
sku11369,34148,72.81587677819248,A
sku8774,34103,72.82130193687647,A
sku30309,34097,72.82672614107103,A
sku3896,34095,72.83215002710249,A
sku30326,34088,72.83757279956296,A
sku6840,34075,72.84299350396307,A
sku4552,34064,72.84841245846593,A
sku10155,34044,72.85382823133745,A
sku5032,34023,72.85924066349607,A
sku6267,34015,72.86465182300213,A
sku15210,34003,72.87006107352941,A
sku754,33999,72.87546968773042,A
sku25145,33989,72.88087671111573,A
sku2682,33988,72.8862835754195,A
sku6140,33980,72.89168916707072,A
sku20941,33978,72.89709444055882,A
sku16290,33965,72.90249764598653,A
sku23652,33964,72.90790069233269,A
sku4308,33955,72.91330230694473,A
sku15682,33945,72.9187023307411,A
sku3161,33919,72.92409821841673,A
sku21930,33912,72.92949299252139,A
sku16308,33897,72.93488538040255,A
sku16259,33888,72.94027633654959,A
sku4926,33875,72.94566522463627,A
sku25462,33860,72.95105172649944,A
sku9921,33848,72.95643631938381,A
sku3600,33847,72.9618207531866,A
sku6976,33826,72.96720184627648,A
sku5560,33813,72.97258087130601,A
sku29294,33813,72.97795989633552,A
sku28784,33802,72.98333717146778,A
sku10700,33802,72.98871444660007,A
sku27993,33796,72.99409076724294,A
sku12237,33761,72.99946152003096,A
sku3723,33761,73.00483227281899,A
sku10951,33760,73.01020286652545,A
sku6682,33711,73.0155656652351,A
sku9070,33705,73.02092750945536,A
sku26969,33704,73.02628919459406,A
sku16450,33693,73.03164912983551,A
sku16830,33660,73.03700381538526,A
sku25437,33659,73.04235834185344,A
sku23583,33658,73.04771270924005,A
sku18402,33654,73.05306644030038,A
sku11492,33651,73.05841969411601,A
sku19819,33646,73.06377215252382,A
sku21485,33632,73.06912238378969,A
sku7694,33614,73.07446975158734,A
sku15464,33607,73.07981600581402,A
sku12935,33588,73.08515923749094,A
sku30145,33584,73.09050183284157,A
sku27730,33576,73.09584315553967,A
sku16652,33552,73.10118066028016,A
sku28516,33548,73.1065175286944,A
sku5071,33543,73.11185360170077,A
sku25266,33537,73.11718872021777,A
sku20535,33513,73.12252002077713,A
sku7784,33505,73.12785004868397,A
sku2915,33500,73.13317928118298,A
sku13219,33495,73.13850771827414,A
sku20546,33492,73.1438356781206,A
sku11336,33485,73.14916252439609,A
sku5554,33477,73.15448809801906,A
sku17680,33450,73.15980937643968,A
sku23376,33450,73.16513065486033,A
sku8406,33444,73.17045097879158,A
sku10585,33429,73.17576891649932,A
sku4681,33409,73.18108367257571,A
sku6245,33408,73.18639826957053,A
sku8383,33393,73.19171048034184,A
sku5575,33384,73.19702125937906,A
sku10628,33349,73.20232647056142,A
sku24087,33332,73.20762897735715,A
sku15217,33329,73.21293100690816,A
sku21042,33313,73.21823049115412,A
sku26419,33308,73.22352917999223,A
sku28823,33301,73.22882675525936,A
sku10455,33269,73.23411923991635,A
sku6974,33265,73.23941108824708,A
sku2186,33264,73.24470277749623,A
sku15080,33251,73.24999239868501,A
sku30451,33250,73.25528186079224,A
sku11709,33245,73.26057052749162,A
sku11058,33234,73.26585744429376,A
sku11200,33222,73.2711424521171,A
sku5657,33220,73.2764271417773,A
sku18926,33217,73.28171135419281,A
sku29658,33216,73.28699540752673,A
sku921,33214,73.29227914269754,A
sku26450,33194,73.29755969623699,A
sku4120,33187,73.30283913620548,A
sku26853,33183,73.30811793984769,A
sku11843,33171,73.31339483451112,A
sku30483,33145,73.31866759305377,A
sku26961,33137,73.32393907894391,A
sku24697,33131,73.32920961034463,A
sku22654,33124,73.3344790281744,A
sku4151,33113,73.33974669610691,A
sku27190,33112,73.34501420495786,A
sku16722,33103,73.35028028207472,A
sku16381,33061,73.35553967776575,A
sku20165,33057,73.3607984371305,A
sku18297,33051,73.36605624200587,A
sku25780,33046,73.37131325147338,A
sku25853,33035,73.37656851104367,A
sku10007,33022,73.38182170255358,A
sku26287,33015,73.38707378049251,A
sku16336,32999,73.39232331312638,A
sku8992,32998,73.39757268667869,A
sku4800,32995,73.40282158298628,A
sku23780,32991,73.4080698429676,A
sku20994,32988,73.41331762570424,A
sku21821,32985,73.41856493119616,A
sku26861,32984,73.42381207760653,A
sku21496,32983,73.42905906493532,A
sku24352,32983,73.4343060522641,A
sku11490,32980,73.4395525623482,A
sku24295,32970,73.44479748161662,A
sku6429,32965,73.4500416054772,A
sku11569,32951,73.45528350219584,A
sku18693,32951,73.46052539891448,A
sku27834,32935,73.46576475032805,A
sku14755,32935,73.47100410174163,A
sku302,32932,73.4762429759105,A
sku4547,32924,73.48148057742682,A
sku24476,32900,73.48671436098554,A
sku3078,32893,73.4919470309733,A
sku13679,32890,73.49717922371634,A
sku4575,32889,73.50241125737783,A
sku22076,32887,73.50764297287617,A
sku7286,32879,73.51287341572198,A
sku16315,32877,73.51810354040465,A
sku29187,32873,73.52333302876107,A
sku18509,32870,73.52856203987277,A
sku26668,32864,73.53379009649508,A
sku19318,32855,73.53901672138328,A
sku3603,32844,73.54424159637423,A
sku25924,32842,73.54946615320206,A
sku1462,32841,73.55469055094832,A
sku5379,32813,73.5599104944107,A
sku2601,32810,73.56512996062837,A
sku25735,32807,73.57034894960135,A
sku29561,32793,73.57556571143239,A
sku21239,32778,73.58078008703993,A
sku27356,32755,73.58599080377141,A
sku26888,32743,73.59119961152409,A
sku8450,32728,73.59640603305326,A
sku2485,32725,73.60161197733774,A
sku22084,32725,73.60681792162221,A
sku9835,32719,73.61202291141727,A
sku16680,32708,73.6172261513151,A
sku5017,32706,73.6224290730498,A
sku4591,32676,73.62762722233748,A
sku10999,32674,73.63282505346203,A
sku14962,32639,73.63801731673172,A
sku13631,32637,73.64320926183828,A
sku3375,32632,73.64840041153701,A
sku11499,32626,73.65359060674635,A
sku18256,32623,73.65878032471096,A
sku5761,32616,73.66396892910461,A
sku19660,32609,73.6691564199273,A
sku27769,32604,73.67434311534214,A
sku28998,32595,73.6795283790229,A
sku11114,32589,73.68471268821423,A
sku11882,32581,73.68989572475304,A
sku30340,32571,73.69507717047618,A
sku8940,32567,73.70025797987304,A
sku8350,32544,73.70543513039387,A
sku18022,32544,73.71061228091467,A
sku8529,32529,73.71578704521198,A
sku28087,32510,73.72095878695953,A
sku1940,32487,73.72612686983102,A
sku439,32465,73.73129145290804,A
sku20111,32457,73.73645476333252,A
sku16230,32450,73.74161696018604,A
sku12518,32444,73.74677820255013,A
sku20589,32437,73.75193833134327,A
sku22772,32366,73.75708716534514,A
sku1506,32357,73.76223456761291,A
sku1232,32339,73.76737910641246,A
sku30489,32322,73.77252094082539,A
sku11012,32311,73.77766102534106,A
sku16873,32307,73.78280047353046,A
sku8826,32307,73.78793992171987,A
sku12856,32299,73.79307809725675,A
sku11913,32288,73.79821452289637,A
sku26138,32286,73.80335063037288,A
sku12318,32285,73.80848657876781,A
sku24765,32284,73.81362236808118,A
sku24835,32279,73.81875736198671,A
sku11678,32277,73.8238920377291,A
sku4443,32275,73.82902639530836,A
sku24845,32270,73.83415995747978,A
sku21566,32228,73.83928683822539,A
sku26350,32213,73.8444113327475,A
sku15775,32212,73.84953566818803,A
sku3390,32202,73.85465841281288,A
sku24288,32202,73.85978115743774,A
sku10590,32201,73.86490374298104,A
sku26586,32195,73.87002537403492,A
sku12520,32192,73.87514652784411,A
sku18811,32180,73.8802657726745,A
sku18861,32177,73.88538454026018,A
sku12346,32176,73.8905031487643,A
sku27488,32166,73.89562016645273,A
sku3504,32159,73.90073607057022,A
sku9295,32155,73.90585133836142,A
sku20847,32155,73.91096660615261,A
sku9339,32153,73.91608155578069,A
sku3625,32152,73.9211963463272,A
sku10378,32152,73.92631113687371,A
sku2271,32122,73.9314211549732,A
sku4815,32122,73.93653117307267,A
sku11299,32115,73.9416400776012,A
sku4826,32099,73.94674643682464,A
sku26642,32094,73.95185200064024,A
sku29417,32094,73.95695756445586,A
sku26136,32093,73.9620629691899,A
sku6337,32090,73.96716789667924,A
sku20450,32089,73.97227266508702,A
sku15285,32086,73.9773769562501,A
sku28816,32082,73.9824806110869,A
sku1647,32077,73.98758347051586,A
sku15379,32070,73.99268521637387,A
sku15230,32015,73.99777821274567,A
sku27098,31972,74.00286436861009,A
sku3240,31971,74.00795036539294,A
sku26809,31966,74.01303556676795,A
sku9690,31960,74.01811981365357,A
sku10911,31958,74.02320374237605,A
sku10431,31952,74.02828671660913,A
sku9910,31940,74.0333677818634,A
sku23818,31935,74.03844805170984,A
sku11677,31926,74.04352688982216,A
sku13422,31917,74.0486042962004,A
sku21745,31914,74.05368122533392,A
sku11988,31907,74.05875704089647,A
sku3209,31906,74.06383269737746,A
sku16176,31893,74.06890628579808,A
sku11750,31892,74.07397971513713,A
sku20444,31889,74.07905266723147,A
sku15097,31889,74.08412561932582,A
sku6341,31889,74.08919857142017,A
sku29614,31850,74.0942653193334,A
sku11536,31850,74.09933206724662,A
sku27385,31839,74.10439706526262,A
sku19767,31821,74.10945919981039,A
sku7391,31821,74.11452133435817,A
sku24225,31794,74.11957917370364,A
sku26009,31790,74.12463637672285,A
sku3071,31784,74.12969262525264,A
sku23745,31767,74.13474616939581,A
sku2687,31757,74.13979812272329,A
sku11340,31740,74.14484737166414,A
sku18236,31729,74.14989487070773,A
sku16627,31719,74.15494077893567,A
sku12734,31718,74.15998652808203,A
sku27346,31715,74.16503179998371,A
sku17036,31710,74.17007627647753,A
sku1793,31702,74.17511948031883,A
sku14207,31674,74.18015822987624,A
sku10339,31660,74.18519475229172,A
sku21806,31646,74.19022904756525,A
sku5479,31642,74.19526270651251,A
sku3021,31626,74.20029382015471,A
sku13030,31613,74.20532286573652,A
sku15990,31595,74.21034904785013,A
sku15766,31594,74.21537507088217,A
sku8893,31590,74.22040045758794,A
sku10217,31579,74.22542409439649,A
sku29699,31554,74.23044375416585,A
sku7803,31545,74.23546198220109,A
sku25948,31540,74.24047941482851,A
sku20927,31538,74.2454965292928,A
sku24371,31531,74.25051253018611,A
sku9657,31515,74.25552598577434,A
sku2552,31496,74.2605364188128,A
sku11905,31479,74.26554414746462,A
sku18302,31479,74.27055187611646,A
sku16340,31469,74.2755580139526,A
sku28289,31462,74.28056303821778,A
sku15965,31461,74.2855679034014,A
sku20456,31451,74.29057117776934,A
sku2079,31433,74.29557158866908,A
sku746,31414,74.30056897701903,A
sku30207,31410,74.30556572904273,A
sku23210,31392,74.3105596175982,A
sku18463,31391,74.31555334707211,A
sku374,31374,74.32054437215939,A
sku29460,31373,74.3255352381651,A
sku7202,31370,74.3305256269261,A
sku20457,31365,74.33551522027926,A
sku406,31352,74.34050274557207,A
sku14656,31343,74.34548883913075,A
sku16531,31335,74.35047366003691,A
sku2033,31328,74.3554573673721,A
sku15286,31288,74.36043471144458,A
sku6803,31281,74.36541094194612,A
sku15204,31266,74.37038478622414,A
sku602,31264,74.37535831233903,A
sku28572,31255,74.38033040671982,A
sku10285,31249,74.3853015466112,A
sku23621,31204,74.39026552783206,A
sku23339,31202,74.3952291908898,A
sku22565,31196,74.40019189945811,A
sku15608,31160,74.40514888109001,A
sku14768,31158,74.41010554455879,A
sku10088,31155,74.41506173078287,A
sku20611,31138,74.42001521262029,A
sku30066,31128,74.42496710364205,A
sku13447,31123,74.42991819925597,A
sku28251,31117,74.43486834038049,A
sku20566,31109,74.43981720885246,A
sku18813,31095,74.44476385018251,A
sku14475,31089,74.44970953702314,A
sku15607,31085,74.45465458753752,A
sku24309,31084,74.45959947897033,A
sku18611,31081,74.46454389315844,A
sku20983,31080,74.46948814826496,A
sku2868,31066,74.47443017622956,A
sku717,31058,74.47937093154161,A
sku3082,31050,74.48431041420113,A
sku18388,31037,74.48924782880029,A
sku9514,31035,74.4941849252363,A
sku12462,31030,74.49912122626448,A
sku22127,31027,74.50405705004796,A
sku27077,31008,74.50898985128165,A
sku22976,31008,74.51392265251536,A
sku8676,30983,74.51885147670988,A
sku16343,30980,74.52377982365971,A
sku13357,30966,74.52870594346759,A
sku1691,30963,74.53363158603076,A
sku9700,30961,74.53855691043081,A
sku9775,30960,74.5434820757493,A
sku29536,30941,74.54840421851799,A
sku28842,30934,74.55332524771573,A
sku5073,30934,74.55824627691347,A
sku8927,30916,74.563164442643,A
sku21350,30906,74.56808101755684,A
sku2679,30901,74.57299679706286,A
sku15920,30894,74.57791146299792,A
sku17228,30874,74.58282294730162,A
sku15444,30861,74.58773236354494,A
sku5767,30848,74.59263971172791,A
sku22416,30824,74.59754324195326,A
sku18370,30815,74.6024453404445,A
sku6884,30808,74.60734632536477,A
sku30185,30799,74.61224587855095,A
sku18526,30787,74.61714352275831,A
sku23053,30778,74.62203973523157,A
sku479,30775,74.62693547046013,A
sku5380,30758,74.63182850130205,A
sku18127,30737,74.63671819143106,A
sku10900,30725,74.64160597258126,A
sku1341,30716,74.64649232199736,A
sku19439,30703,74.65137660335309,A
sku5349,30696,74.65625977113784,A
sku7205,30695,74.66114277984103,A
sku28304,30670,74.66602181150505,A
sku20716,30659,74.67089909327181,A
sku16279,30657,74.67577605687545,A
sku22531,30654,74.68065254323439,A
sku12133,30639,74.68552664336981,A
sku16121,30624,74.69039835728174,A
sku10786,30621,74.69526959394896,A
sku3880,30614,74.7001397170452,A
sku25548,30611,74.70500936289676,A
sku9016,30596,74.7098766225248,A
sku18742,30593,74.71474340490815,A
sku55,30580,74.71960811923111,A
sku4515,30579,74.72447267447251,A
sku13775,30570,74.72933579797981,A
sku7066,30567,74.73419844424241,A
sku780,30562,74.73906029509718,A
sku2043,30545,74.74391944156528,A
sku27694,30544,74.74877842895184,A
sku23121,30534,74.75363582552271,A
sku20952,30518,74.75849067678853,A
sku26388,30517,74.76334536897275,A
sku47,30503,74.76819783401506,A
sku1339,30495,74.77304902640482,A
sku1300,30494,74.77790005971302,A
sku28571,30486,74.78274982036868,A
sku12866,30480,74.78759862653493,A
sku20556,30475,74.79244663729335,A
sku26625,30465,74.79729305723609,A
sku30539,30452,74.80213740911847,A
sku28582,30447,74.80698096559301,A
sku20185,30445,74.81182420390442,A
sku11757,30440,74.81666664680799,A
sku28270,30433,74.8215079761406,A
sku27242,30423,74.82634771465752,A
sku60,30419,74.83118681684817,A
sku19516,30419,74.83602591903883,A
sku10665,30405,74.84086279408754,A
sku29640,30405,74.84569966913627,A
sku28800,30391,74.85053431704304,A
sku10716,30382,74.85536753321573,A
sku7196,30343,74.86019454520728,A
sku6897,30343,74.86502155719884,A
sku1315,30340,74.8698480919457,A
sku17896,30327,74.87467255863218,A
sku6901,30327,74.87949702531867,A
sku12213,30321,74.88432053751575,A
sku20662,30303,74.88914118624461,A
sku26570,30279,74.89395801701588,A
sku29369,30275,74.89877421146087,A
sku28804,30264,74.90358865600862,A
sku18009,30246,74.90840023708817,A
sku2347,30243,74.91321134092301,A
sku25369,30222,74.91801910404494,A
sku24070,30217,74.92282607175905,A
sku5652,30214,74.92763256222844,A
sku13762,30210,74.93243841637157,A
sku27582,30209,74.93724411143313,A
sku12451,30202,74.94204869292372,A
sku2973,30201,74.94685311533274,A
sku24467,30172,74.95165292437632,A
sku1890,30166,74.9564517789305,A
sku22265,30158,74.96124936083214,A
sku24965,30153,74.96604614732594,A
sku3773,30140,74.97084086575937,A
sku2764,30139,74.97563542511124,A
sku10512,30138,74.98042982538152,A
sku4782,30130,74.98522295299928,A
sku985,30115,74.99001369439353,A
sku4132,30112,74.99480395854309,A
sku1450,30110,74.99959390452949,A
sku8823,30108,75.00438353235278,A
sku10143,30082,75.00916902405531,A
sku1146,30078,75.01395387943158,A
sku9026,30057,75.01873539409493,A
sku16310,30048,75.02351547702419,A
sku13382,30044,75.02829492362717,A
sku4016,30036,75.03307309757761,A
sku28749,30010,75.03784713540732,A
sku15606,30005,75.0426203778292,A
sku18442,30005,75.04739362025106,A
sku4353,29994,75.05216511277568,A
sku16861,29990,75.05693596897403,A
sku14002,29990,75.06170682517241,A
sku18288,29990,75.06647768137076,A
sku8186,29989,75.07124837848755,A
sku7441,29989,75.07601907560434,A
sku28618,29980,75.08078834098703,A
